file_gopro;raw_arcgis;ransac_arcgis;H_arcgis;F_arcgis;time_arcgis;ransac_rot_arcgis;H_rotarcgis;F_rotarcgis;time_rot_arcgis;raw_google;ransac_google;H_google;F_google;time_google;ransac_rot_google;H_rotgoogle;F_rotgoogle;time_rot_google;raw_geoportal;ransac_geoportal;H_geoportal;F_geoportal;time_geoportal;ransac_rot_geoportal;H_rotgeoportal;F_rotgeoportal;time_rot_geoportal
15185.jpg;4;4;;;441;0;;;449;1;1;;;440;4;;;446;2;2;;;443;4;;;440
15304.jpg;7;4;;;447;4;;;518;2;2;;;450;2;;;438;1;1;;;464;4;;;433
1540.jpg;15;4;;;442;5;;;450;25;12;[[-2.6125369213147067, -6.875615757952262, 4661.92266780079], [1.0282835253801978, -6.082489557575439, 3819.360338747084], [0.0009663395042751197, -0.0036869685840946694, 1.0]];[[8.840073225774414e-07, -0.00016777526776542837, 0.15648372892198778], [8.784002178694082e-05, -5.919942691793682e-05, -0.08228836956628847], [-0.09969266719523256, 0.14867376153848563, 16.715273524855856]];451;132;[[0.9542808249664739, -0.14740934614676537, 303.3150307459266], [-0.06161785777794501, 0.7834058847408313, -98.40564467259247], [3.258260185409685e-05, -0.00020367788354677728, 1.0]];[[2.2222580320872744e-07, 1.2584500179289183e-06, -0.004539756048921985], [-1.6622309840118302e-06, -7.14997907321051e-07, -0.004580733613106425], [0.004943374682313279, 0.005159796827421291, 0.1829139857110551]];442;12;4;;;446;4;;;548
15425.jpg;0;0;;;458;4;;;429;2;2;;;450;5;;;452;17;4;;;455;5;;;422
1552.jpg;18;5;;;658;5;;;435;11;4;;;439;4;;;420;12;4;;;471;5;;;543
15544.jpg;3;3;;;441;4;;;434;2;2;;;533;4;;;438;1;1;;;451;1;;;434
1562.jpg;37;4;;;522;4;;;461;9;5;;;438;4;;;429;70;4;;;456;4;;;434
15661.jpg;4;4;;;439;4;;;425;2;2;;;445;4;;;437;13;4;;;464;4;;;418
15779.jpg;5;4;;;454;3;;;442;8;4;;;440;3;;;420;14;2;;;544;4;;;458
1586.jpg;59;5;;;456;3;;;439;2;2;;;452;4;;;492;55;5;;;456;4;;;421
